Date,Open,High,Low,Close,Adj Close,Volume
2001-03-27,0.530000,0.545000,0.445000,0.450000,0.174017,11004000
2001-03-28,0.455000,0.470000,0.447500,0.447500,0.173050,2156000
2001-03-29,0.447500,0.447500,0.415000,0.422500,0.163382,1192000
2001-03-30,0.422500,0.422500,0.387500,0.387500,0.149848,1260000
2001-04-02,0.380000,0.385000,0.362500,0.362500,0.140180,1940000
2001-04-03,0.357500,0.367500,0.350000,0.360000,0.139213,520000
2001-04-04,0.352500,0.360000,0.350000,0.357500,0.138246,352000
2001-04-05,0.357500,0.382500,0.355000,0.377500,0.145981,712000
2001-04-06,0.385000,0.385000,0.357500,0.357500,0.138246,468000
2001-04-09,0.375000,0.375000,0.355000,0.355000,0.137280,160000
2001-04-10,0.360000,0.360000,0.352500,0.352500,0.136313,180000
2001-04-11,0.355000,0.375000,0.355000,0.375000,0.145014,200000
2001-04-12,0.370000,0.380000,0.360000,0.380000,0.146947,96000
2001-04-13,0.380000,0.390000,0.380000,0.390000,0.150814,104000
2001-04-16,0.390000,0.395000,0.372500,0.375000,0.145014,116000
2001-04-17,0.375000,0.380000,0.367500,0.380000,0.146947,560000
2001-04-18,0.377500,0.390000,0.370000,0.385000,0.148881,788000
2001-04-19,0.395000,0.395000,0.380000,0.387500,0.149848,528000
2001-04-20,0.395000,0.410000,0.387500,0.402500,0.155648,864000
2001-04-23,0.405000,0.407500,0.390000,0.405000,0.156615,216000
2001-04-24,0.387500,0.390000,0.382500,0.387500,0.149848,120000
2001-04-25,0.387500,0.395000,0.382500,0.395000,0.152748,56000
2001-04-26,0.387500,0.395000,0.382500,0.395000,0.152748,56000
2001-04-27,0.397500,0.405000,0.397500,0.400000,0.154681,84000
2001-04-30,0.405000,0.407500,0.400000,0.405000,0.156615,176000
2001-05-01,null,null,null,null,null,null
2001-05-02,0.407500,0.442500,0.405000,0.442500,0.171116,192000
2001-05-03,0.427500,0.442500,0.405000,0.420000,0.162415,220000
2001-05-04,0.412500,0.412500,0.395000,0.412500,0.159515,140000
2001-05-07,null,null,null,null,null,null
2001-05-08,0.405000,0.430000,0.405000,0.430000,0.166283,248
2001-05-09,0.412500,0.472500,0.412500,0.472500,0.182717,400
2001-05-10,0.470000,0.480000,0.462500,0.465000,0.179817,400
2001-05-11,0.470000,0.470000,0.445000,0.450000,0.174017,268
2001-05-14,0.437500,0.450000,0.425000,0.450000,0.174017,400
2001-05-15,0.425000,0.437500,0.410000,0.437500,0.190331,192
2001-05-16,0.425000,0.437500,0.425000,0.437500,0.190331,112
2001-05-17,0.430000,0.450000,0.427500,0.450000,0.195769,136
2001-05-18,0.437500,0.437500,0.430000,0.430000,0.187068,0
2001-05-21,0.430000,0.450000,0.430000,0.450000,0.195769,108
2001-05-22,0.440000,0.442500,0.435000,0.442500,0.192506,64
2001-05-23,0.437500,0.442500,0.435000,0.442500,0.192506,100000
2001-05-24,0.432500,0.440000,0.425000,0.440000,0.191418,448000
2001-05-25,0.440000,0.440000,0.430000,0.435000,0.189243,144000
2001-05-28,0.425000,0.435000,0.425000,0.435000,0.189243,36000
2001-05-29,0.425000,0.435000,0.425000,0.435000,0.189243,40000
2001-05-30,0.425000,0.435000,0.425000,0.435000,0.189243,48000
2001-05-31,0.425000,0.437500,0.425000,0.437500,0.190331,136000
2001-06-01,0.427500,0.430000,0.425000,0.430000,0.187068,112000
2001-06-04,null,null,null,null,null,null
2001-06-05,0.425000,0.430000,0.422500,0.430000,0.187068,40000
2001-06-06,0.430000,0.430000,0.430000,0.430000,0.187068,24000
2001-06-07,0.420000,0.430000,0.420000,0.430000,0.187068,44000
2001-06-08,0.422500,0.435000,0.420000,0.435000,0.189243,44000
2001-06-11,0.432500,0.452500,0.432500,0.452500,0.196856,64000
2001-06-12,0.450000,0.450000,0.435000,0.442500,0.192506,64000
2001-06-13,0.430000,0.445000,0.430000,0.445000,0.193593,88000
2001-06-14,0.432500,0.440000,0.432500,0.440000,0.191418,24000
2001-06-15,0.435000,0.440000,0.432500,0.440000,0.191418,32000
2001-06-18,0.435000,0.442500,0.435000,0.442500,0.192506,44000
2001-06-19,0.435000,0.440000,0.432500,0.440000,0.191418,80000
2001-06-20,0.437500,0.437500,0.427500,0.427500,0.185980,0
2001-06-21,0.430000,0.437500,0.430000,0.437500,0.190331,20000
2001-06-22,0.427500,0.437500,0.427500,0.437500,0.190331,16000
2001-06-25,0.425000,0.437500,0.425000,0.437500,0.190331,20000
2001-06-26,0.427500,0.435000,0.427500,0.435000,0.189243,20000
2001-06-27,0.427500,0.432500,0.425000,0.432500,0.188155,48000
2001-06-28,0.425000,0.430000,0.425000,0.430000,0.187068,44000
2001-06-29,0.415000,0.427500,0.412500,0.427500,0.185980,116000
2001-07-02,0.410000,0.420000,0.410000,0.420000,0.182717,32000
2001-07-03,0.422500,0.422500,0.422500,0.422500,0.183805,8000
2001-07-04,0.420000,0.420000,0.412500,0.412500,0.179455,0
2001-07-05,0.412500,0.422500,0.410000,0.422500,0.183805,40000
2001-07-06,0.412500,0.420000,0.412500,0.420000,0.182717,12000
2001-07-09,0.420000,0.425000,0.420000,0.425000,0.184893,32000
2001-07-10,0.412500,0.425000,0.412500,0.425000,0.184893,16000
2001-07-11,0.412500,0.422500,0.412500,0.422500,0.183805,32000
2001-07-12,0.412500,0.420000,0.410000,0.420000,0.182717,32000
2001-07-13,0.420000,0.420000,0.420000,0.420000,0.182717,8000
2001-07-16,0.410000,0.427500,0.410000,0.427500,0.185980,44000
2001-07-17,0.415000,0.435000,0.415000,0.435000,0.189243,32000
2001-07-18,0.437500,0.437500,0.427500,0.437500,0.190331,72000
2001-07-19,0.427500,0.432500,0.427500,0.432500,0.188155,76000
2001-07-20,0.425000,0.435000,0.425000,0.435000,0.189243,68000
2001-07-23,0.430000,0.435000,0.425000,0.435000,0.189243,76000
2001-07-24,0.425000,0.430000,0.425000,0.430000,0.187068,16000
2001-07-25,0.430000,0.430000,0.420000,0.420000,0.182717,0
2001-07-26,0.430000,0.430000,0.415000,0.427500,0.185980,60000
2001-07-27,0.427500,0.432500,0.425000,0.432500,0.188155,60000
2001-07-30,0.445000,0.457500,0.440000,0.452500,0.196856,392000
2001-07-31,0.452500,0.452500,0.440000,0.450000,0.195769,92000
2001-08-01,0.442500,0.447500,0.437500,0.447500,0.194681,64000
2001-08-02,0.447500,0.447500,0.435000,0.447500,0.194681,44000
2001-08-03,0.430000,0.447500,0.430000,0.447500,0.194681,36000
2001-08-06,0.442500,0.442500,0.432500,0.432500,0.188155,0
2001-08-07,0.432500,0.442500,0.432500,0.442500,0.192506,36000
2001-08-08,0.432500,0.435000,0.425000,0.435000,0.189243,28000
2001-08-09,0.420000,0.435000,0.407500,0.435000,0.189243,56000
2001-08-10,0.420000,0.430000,0.420000,0.430000,0.187068,20000
2001-08-13,0.422500,0.422500,0.410000,0.410000,0.178367,0
2001-08-14,0.425000,0.437500,0.425000,0.437500,0.190331,36000
2001-08-15,0.425000,0.435000,0.417500,0.435000,0.189243,60000
2001-08-16,0.430000,0.432500,0.430000,0.432500,0.188155,16000
2001-08-17,0.430000,0.430000,0.422500,0.422500,0.183805,0
2001-08-20,0.422500,0.432500,0.422500,0.432500,0.188155,24000
2001-08-21,0.430000,0.430000,0.422500,0.422500,0.183805,0
2001-08-22,0.435000,0.435000,0.425000,0.435000,0.189243,24000
2001-08-23,0.432500,0.432500,0.412500,0.427500,0.185980,192000
2001-08-24,0.425000,0.427500,0.420000,0.427500,0.185980,32000
2001-08-27,0.415000,0.432500,0.415000,0.432500,0.188155,44000
2001-08-28,0.432500,0.450000,0.425000,0.437500,0.190331,136000
2001-08-29,0.435000,0.447500,0.435000,0.447500,0.194681,120000
2001-08-30,0.447500,0.457500,0.442500,0.450000,0.195769,176000
2001-08-31,null,null,null,null,null,null
2001-09-03,0.452500,0.452500,0.447500,0.450000,0.195769,48000
2001-09-04,0.450000,0.457500,0.450000,0.450000,0.195769,148000
2001-09-05,0.447500,0.482500,0.447500,0.472500,0.205557,340000
2001-09-06,0.475000,0.475000,0.450000,0.457500,0.199031,92000
2001-09-07,0.445000,0.462500,0.437500,0.462500,0.201207,72000
2001-09-10,0.462500,0.465000,0.450000,0.465000,0.202294,96000
2001-09-11,0.465000,0.470000,0.452500,0.460000,0.200119,200000
2001-09-12,null,null,null,null,null,null
2001-09-13,0.400000,0.425000,0.400000,0.415000,0.180542,324000
2001-09-14,0.400000,0.400000,0.375000,0.400000,0.174017,104000
2001-09-17,0.375000,0.375000,0.350000,0.372500,0.162053,120000
2001-09-18,0.400000,0.400000,0.352500,0.382500,0.166403,76000
2001-09-19,0.375000,0.387500,0.375000,0.387500,0.168579,60000
2001-09-20,0.375000,0.382500,0.367500,0.382500,0.166403,44000
2001-09-21,0.365000,0.375000,0.362500,0.375000,0.163140,20000
2001-09-24,null,null,null,null,null,null
2001-09-25,0.380000,0.380000,0.362500,0.372500,0.162053,16000
2001-09-26,0.372500,0.375000,0.362500,0.375000,0.163140,20000
2001-09-27,0.387500,0.400000,0.387500,0.400000,0.174017,28000
2001-09-28,null,null,null,null,null,null
2001-10-01,0.397500,0.397500,0.380000,0.397500,0.172929,28000
